Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),Unnamed: 26,Day of Year
Hail - TVTC,27.65261,41.70826,09-01-2020,0.8329163172603589,0.5,234.0,4.0,0.3842790428068014,0.1,1.5,2557.729545,1980.6,516.1,495.7,7021.5,1657.1,1265.6,6805.0,1377.9,382.2,13.1,0.1,8.9,3.0,907.5,4.5,9
Hail - TVTC,27.65261,41.70826,10-01-2020,-0.22238436130997905,0.5,264.0,4.0,0.12989860838295808,0.0,1.3,2557.729545,1173.5,299.7,264.1,8055.1,1657.3,718.8,5948.5,1173.1,283.5,12.0,0.1,11.7,3.0,911.6,4.6,10
Hail - TVTC,27.65261,41.70826,11-01-2020,-1.2470966144145108,0.5,293.0,4.0,0.8930399116544885,0.1,1.9,2557.729545,1584.9,439.1,502.4,4907.3,1530.0,2054.9,4203.6,936.8,717.3,18.9,0.1,43.5,3.0,911.6,4.6,11
Hail - TVTC,27.65261,41.70826,12-01-2020,-2.0576898892583935,0.5,282.0,3.7,0.8930399116544885,0.1,1.7,2557.729545,1356.6,389.9,500.4,4611.2,1478.4,2611.9,3597.5,834.6,1033.4,12.3,0.1,52.0,3.0,913.3,4.5,12
Hail - TVTC,27.65261,41.70826,01-01-2021,-2.149455165655814,0.5,301.0,4.0,0.8082464335132072,0.1,1.6,2557.729545,1441.0,406.6,534.3,5379.0,1623.1,2631.1,4205.5,956.2,946.3,13.9,0.1,43.9,3.0,913.5,4.6,1
Hail - TVTC,27.65261,41.70826,02-01-2021,-1.9200419746622623,0.5,311.0,4.1,1.1474203460783323,0.1,1.9,2557.729545,1657.8,486.5,641.4,5456.1,1671.1,3084.1,4818.3,1138.2,1421.6,14.1,0.1,41.7,3.1,912.1,4.8,2
Hail - TVTC,27.65261,41.70826,03-01-2021,-1.0176834234209589,0.5,317.0,4.0,1.3170073023608944,0.1,2.0,2557.729545,2499.7,661.0,986.7,5803.7,1728.5,2442.9,6358.1,1256.9,710.9,20.8,0.1,20.8,3.0,909.7,4.6,3
Hail - TVTC,27.65261,41.70826,04-01-2021,-0.39062070137191723,0.5,290.0,3.7,0.9778333897957698,0.1,1.8,2557.729545,2608.9,725.8,782.6,6535.3,1678.1,1977.9,7385.1,1462.3,771.7,16.8,0.1,15.1,3.0,910.1,4.5,4
Hail - TVTC,27.65261,41.70826,05-01-2021,0.5423262753351935,0.5,63.0,4.0,0.7234529553719264,0.1,1.7,2557.729545,2423.3,432.0,737.7,6979.4,1286.6,2170.5,7637.6,1254.2,926.9,24.5,0.1,9.9,3.0,906.7,4.5,5
Hail - TVTC,27.65261,41.70826,07-01-2021,1.2764484865145587,0.5,120.0,4.0,0.6386594772306452,0.1,1.4,2557.729545,2111.9,588.2,471.8,7682.1,1621.9,1143.6,7810.3,1535.2,312.8,15.2,0.1,9.8,3.0,902.3,4.5,7
Hail - TVTC,27.65261,41.70826,08-01-2021,1.138800571918428,0.5,34.0,3.7,0.553865999089364,0.1,1.6,2557.729545,1929.6,70.3,460.1,7915.2,342.6,1140.0,7648.0,331.1,281.6,17.6,0.1,8.7,3.0,904.5,4.5,8
Hail - TVTC,27.65261,41.70826,09-01-2021,0.6493857644655175,0.5,217.0,4.0,0.46907252094808266,0.1,1.5,2557.729545,2018.3,537.8,535.4,6679.7,1524.8,1290.1,6641.5,1325.9,351.5,14.9,0.1,13.4,3.0,906.8,4.5,9
Hail - TVTC,27.65261,41.70826,10-01-2021,0.11408831881389678,0.5,306.0,4.0,0.6386594772306452,0.1,1.6,2557.729545,1749.6,116.6,354.4,6239.5,276.9,1141.4,5596.1,242.7,480.4,14.1,0.1,15.0,3.0,910.3,4.6,10
Hail - TVTC,27.65261,41.70826,11-01-2021,-1.2165081889487033,0.5,285.0,3.7,0.46907252094808266,0.1,1.8,2557.729545,1364.3,69.0,519.6,6071.7,252.2,1640.1,4565.9,167.0,364.0,12.5,0.1,28.5,3.0,912.3,4.5,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,01-01-2017,-1.7670998473332278,0.5,48.0,4.0,1.4865942586434564,0.1,1.5,2557.729545,1592.1,457.2,588.5,5395.1,1273.2,2210.9,4453.5,957.5,690.9,14.4,0.1,35.4,3.0,915.1,4.6,1
Riyadh - K.A.CARE City T2,24.52958,46.43635,02-01-2017,-2.2259262293203315,0.5,54.0,4.0,1.4018007805021757,0.1,1.7,2557.729545,2183.0,544.9,566.1,3572.6,1599.8,2618.8,4382.4,1194.6,1301.2,19.5,0.1,45.5,3.0,915.3,4.6,2
Riyadh - K.A.CARE City T2,24.52958,46.43635,03-01-2017,-1.0941544870854762,0.5,86.0,4.0,2.2497355619149872,0.1,1.9,2557.729545,2812.6,789.4,765.3,3552.7,1163.2,2252.8,5313.7,1263.1,1252.7,16.3,0.1,40.5,3.0,911.5,4.6,3
Riyadh - K.A.CARE City T2,24.52958,46.43635,04-01-2017,0.06820568061518632,0.5,72.0,4.0,1.5713877367847382,0.1,1.8,2557.729545,3176.3,836.1,693.6,4950.9,1569.5,2131.4,6906.3,1551.9,1057.6,16.5,0.1,20.8,3.0,912.2,4.6,4
Riyadh - K.A.CARE City T2,24.52958,46.43635,05-01-2017,0.7717394663287453,0.5,62.0,4.0,1.4865942586434564,0.1,1.7,2557.729545,3651.4,897.2,742.9,4332.6,1179.8,1575.9,7135.2,1486.9,596.6,19.7,0.1,19.4,3.0,909.9,4.6,5
Riyadh - K.A.CARE City T2,24.52958,46.43635,06-01-2017,1.2152716355829452,0.5,18.0,4.0,1.5713877367847382,0.1,1.9,2557.729545,2687.6,877.9,878.3,7045.4,1727.9,1812.8,8050.4,1614.6,425.3,15.7,0.1,10.3,3.0,906.8,4.5,6
Riyadh - K.A.CARE City T2,24.52958,46.43635,09-01-2017,0.9093873809248761,0.5,43.0,3.7,0.8082464335132072,0.1,1.5,2557.729545,2178.3,237.1,368.1,6788.4,804.6,955.0,7016.5,780.6,358.3,15.5,0.1,11.4,3.0,909.2,4.5,9
Riyadh - K.A.CARE City T2,24.52958,46.43635,10-01-2017,0.19055938247841403,0.5,110.0,4.0,0.9778333897957698,0.1,1.3,2557.729545,1682.9,125.9,341.2,7268.5,495.0,725.4,6247.4,403.0,254.1,12.0,0.1,17.3,3.0,913.0,4.6,10
Riyadh - K.A.CARE City T2,24.52958,46.43635,11-01-2017,-1.0023892106880552,0.5,98.0,4.0,1.1474203460783323,0.1,1.4,2557.729545,1551.5,154.7,473.0,5817.6,485.2,2313.4,4778.9,331.0,984.1,11.5,0.1,36.4,3.0,914.9,4.6,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,03-01-2018,-0.5588570414338554,0.5,88.0,4.0,1.5713877367847382,0.1,1.7,2557.729545,2321.5,681.2,775.9,6119.7,1773.2,2222.8,6516.1,1436.0,834.3,15.7,0.1,24.6,3.0,912.7,4.6,3
Riyadh - K.A.CARE City T2,24.52958,46.43635,04-01-2018,-0.48238597776933817,0.5,87.0,4.0,1.7409746930673007,0.1,2.0,2557.729545,3398.0,921.2,747.7,3732.5,1230.2,2040.2,6333.4,1476.3,1445.6,22.4,0.1,37.1,3.0,910.3,4.6,4
Riyadh - K.A.CARE City T2,24.52958,46.43635,05-01-2018,0.4811494244035794,0.5,67.0,4.0,1.995355127491144,0.1,2.1,2557.729545,3305.2,818.4,699.1,4630.5,1261.8,1734.2,6973.1,1477.4,729.2,20.8,0.1,19.2,3.0,909.3,4.6,5
Riyadh - K.A.CARE City T2,24.52958,46.43635,06-01-2018,1.1999774228500415,0.5,356.0,3.7,1.5713877367847382,0.1,1.9,2557.729545,2911.6,774.2,626.6,5774.3,1419.3,1251.0,7410.6,1489.0,302.1,15.7,0.1,12.7,3.0,906.1,4.5,6
Riyadh - K.A.CARE City T2,24.52958,46.43635,07-01-2018,1.2917426992474623,0.5,349.0,3.8,1.4865942586434564,0.1,1.9,2557.729545,2646.8,619.1,546.8,5873.9,1363.4,1212.5,7248.4,1443.4,373.9,18.1,0.1,11.9,3.0,903.8,4.5,7
Riyadh - K.A.CARE City T2,24.52958,46.43635,08-01-2018,1.1999774228500415,0.5,5.0,4.0,1.2322138242196132,0.1,1.8,2557.729545,2200.2,562.7,578.1,6321.8,1540.1,1272.1,6973.3,1403.6,302.9,17.1,0.1,13.1,3.0,905.2,4.5,8
Riyadh - K.A.CARE City T2,24.52958,46.43635,09-01-2018,1.0776237209868142,0.5,50.0,4.0,1.2322138242196132,0.1,1.6,2557.729545,2148.2,544.9,323.0,5530.4,1292.1,820.5,6134.3,1285.0,328.5,15.2,0.1,14.1,3.0,909.3,4.6,9
Riyadh - K.A.CARE City T2,24.52958,46.43635,10-01-2018,-0.06944223398094453,0.5,77.0,4.0,0.8082464335132072,0.1,1.4,2557.729545,1889.3,574.4,631.1,4590.4,1351.8,2227.8,4837.2,1122.8,1049.1,16.3,0.1,31.7,3.0,914.0,4.6,10
Riyadh - K.A.CARE City T2,24.52958,46.43635,11-01-2018,-1.2929792526132207,0.5,69.0,3.7,1.5713877367847382,0.1,1.7,2557.729545,1939.7,540.4,518.2,3934.5,1374.3,2047.5,4170.4,954.3,766.1,20.0,0.1,61.9,3.0,914.7,4.5,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,12-01-2018,-1.6600403582029037,0.5,92.0,4.0,1.4018007805021757,0.1,1.5,2557.729545,1421.4,398.7,368.0,5444.5,1377.2,1520.4,4232.3,889.8,429.5,12.3,0.1,53.7,3.0,915.9,4.6,12
Riyadh - K.A.CARE City T2,24.52958,46.43635,01-01-2019,-1.64474614547,0.5,132.0,4.0,1.5713877367847382,0.1,1.5,2557.729545,2091.7,478.9,601.9,4040.2,1224.2,1563.7,4320.6,880.4,291.1,14.4,0.1,38.3,3.0,915.5,4.6,1
Riyadh - K.A.CARE City T2,24.52958,46.43635,02-01-2019,-1.7212172091345175,0.5,73.0,4.0,1.6561812149260189,0.1,1.7,2557.729545,2088.4,232.6,739.5,5041.8,647.4,2269.4,5126.5,503.8,649.1,17.9,0.1,39.8,3.0,914.1,4.6,2
Riyadh - K.A.CARE City T2,24.52958,46.43635,03-01-2019,-1.3082734653461243,0.5,82.0,4.0,1.995355127491144,0.1,1.9,2557.729545,2449.2,412.6,945.8,5593.9,746.3,2481.7,6260.1,842.4,761.3,17.1,0.1,29.3,3.0,912.0,4.6,3
Riyadh - K.A.CARE City T2,24.52958,46.43635,04-01-2019,-0.620033892365469,0.5,72.0,4.0,1.8257681712085816,0.1,2.0,2557.729545,3001.1,688.9,776.9,4740.9,1600.1,2503.8,6572.3,1542.7,1317.7,23.7,0.1,33.8,3.0,911.1,4.6,4
Riyadh - K.A.CARE City T2,24.52958,46.43635,05-01-2019,0.4505609989377726,0.5,135.0,4.0,1.1474203460783323,0.1,1.9,2557.729545,3106.9,745.4,711.2,4519.9,1473.0,2287.9,6652.3,1516.5,1300.6,24.5,0.1,23.2,3.0,910.1,4.6,5
Riyadh - K.A.CARE City T2,24.52958,46.43635,06-01-2019,1.3223311247132699,0.5,19.0,4.0,1.1474203460783323,0.1,1.7,2557.729545,2665.4,831.3,784.3,6523.1,1654.6,1981.0,7644.4,1613.7,657.6,15.7,0.1,12.2,3.0,907.0,4.5,6
Riyadh - K.A.CARE City T2,24.52958,46.43635,07-01-2019,1.3376253374461724,0.5,4.0,4.0,1.5713877367847382,0.1,1.8,2557.729545,2377.9,241.7,649.9,7498.8,541.7,1481.3,8069.1,495.5,353.4,18.1,0.1,11.8,3.0,904.2,4.5,7
Riyadh - K.A.CARE City T2,24.52958,46.43635,08-01-2019,1.2458600610487525,0.5,352.0,4.0,1.2322138242196132,0.1,1.7,2557.729545,2122.5,169.3,463.6,7538.9,510.2,1056.5,7727.3,468.9,282.2,15.7,0.1,12.1,3.0,905.5,4.5,8
Riyadh - K.A.CARE City T2,24.52958,46.43635,09-01-2019,0.9705642318564898,0.5,56.0,4.0,1.062626867937051,0.1,1.5,2557.729545,2000.0,176.0,484.6,7014.8,526.6,1148.0,6933.8,432.6,309.9,13.9,0.1,15.8,3.0,908.7,4.6,9
Riyadh - K.A.CARE City T2,24.52958,46.43635,10-01-2019,0.2823246588758344,0.5,99.0,4.0,0.9778333897957698,0.1,1.5,2557.729545,1793.0,138.9,424.3,6434.5,459.7,1107.1,5863.3,376.2,348.1,15.5,0.1,23.9,3.0,912.5,4.6,10
Riyadh - K.A.CARE City T2,24.52958,46.43635,11-01-2019,-1.124742912551283,0.5,92.0,4.0,1.2322138242196132,0.1,1.6,2557.729545,1792.0,144.2,462.6,4585.7,408.2,2419.8,4330.5,312.6,1040.2,13.3,0.1,45.1,3.0,914.6,4.6,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,12-01-2019,-1.7212172091345175,0.5,78.0,4.0,1.3170073023608944,0.1,1.7,2557.729545,1308.1,124.2,537.5,5898.7,516.7,2411.9,4290.2,289.4,642.0,13.3,0.1,47.8,3.0,914.8,4.6,12
Riyadh - K.A.CARE City T2,24.52958,46.43635,01-01-2020,-2.1647493783887177,0.5,35.0,4.0,1.2322138242196132,0.1,1.6,2557.729545,1245.2,381.5,505.9,6602.5,1735.8,2001.6,4711.8,1053.3,885.3,13.9,0.1,42.8,3.0,915.0,4.6,1
Riyadh - K.A.CARE City T2,24.52958,46.43635,02-01-2020,-1.5223924436067724,0.5,98.0,4.0,1.5713877367847382,0.1,1.7,2557.729545,2102.5,629.8,771.8,5382.8,1772.9,2286.5,5374.6,1234.6,682.4,19.5,0.1,28.7,3.0,914.9,4.6,2
Riyadh - K.A.CARE City T2,24.52958,46.43635,03-01-2020,-0.9565065724893448,0.5,50.0,4.0,1.4865942586434564,0.1,1.7,2557.729545,2661.8,732.3,795.0,5521.4,1570.2,2185.4,6459.8,1352.7,775.5,17.9,0.1,25.9,3.0,911.5,4.6,3
Riyadh - K.A.CARE City T2,24.52958,46.43635,04-01-2020,-0.2529727867757864,0.6,83.0,4.7,1.995355127491144,0.1,2.1,2557.729545,3234.6,1104.0,678.9,4214.9,1620.2,1929.2,6450.3,1731.9,955.1,16.0,0.1,31.9,3.5,910.6,5.4,4
Riyadh - K.A.CARE City T2,24.52958,46.43635,05-01-2020,0.6187973389997108,0.5,44.0,4.0,1.4865942586434564,0.1,1.6,2557.729545,3115.5,833.3,802.9,5659.6,1552.9,2159.5,7466.7,1573.7,828.8,13.9,0.1,16.7,3.0,910.4,4.6,5
Riyadh - K.A.CARE City T2,24.52958,46.43635,09-01-2020,0.8787989554590688,0.5,41.0,4.0,0.8082464335132072,0.1,1.6,2557.729545,1985.8,528.3,418.6,6821.4,1599.8,1234.7,6797.3,1404.8,441.4,15.7,0.1,15.0,3.0,908.8,4.5,9
Riyadh - K.A.CARE City T2,24.52958,46.43635,10-01-2020,-0.19179593584417223,0.5,46.0,4.0,0.553865999089364,0.1,1.2,2557.729545,1182.8,315.8,264.6,8258.0,1742.2,687.9,6225.2,1269.6,290.0,11.2,0.1,16.5,3.0,913.4,4.6,10
Riyadh - K.A.CARE City T2,24.52958,46.43635,11-01-2020,-0.8800355088248275,0.5,119.0,4.0,1.1474203460783323,0.1,1.3,2557.729545,1291.5,414.6,394.8,6331.5,1633.8,2300.4,4766.4,1085.2,964.3,13.6,0.1,37.4,3.0,914.8,4.6,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,12-01-2020,-1.8282766982648417,0.5,77.0,4.0,1.4865942586434564,0.1,1.5,2557.729545,1383.0,468.0,476.6,5451.7,1464.6,1979.5,4173.6,893.0,688.3,14.4,0.1,52.1,3.0,916.0,4.6,12
Riyadh - K.A.CARE City T2,24.52958,46.43635,01-01-2021,-1.9506304001280692,0.5,77.0,4.0,1.4865942586434564,0.1,1.6,2557.729545,1493.6,464.9,486.1,5712.0,1538.9,2089.7,4551.4,988.7,714.0,14.9,0.1,43.8,3.0,916.0,4.6,1
Riyadh - K.A.CARE City T2,24.52958,46.43635,02-01-2021,-1.6600403582029037,0.5,72.0,4.0,1.6561812149260189,0.1,1.9,2557.729545,1831.4,618.5,819.1,5467.6,1757.4,3040.7,5049.4,1207.6,1125.7,13.1,0.1,40.3,3.0,914.7,4.6,2
Riyadh - K.A.CARE City T2,24.52958,46.43635,10-01-2021,0.22114780794422084,0.5,68.0,4.0,0.9778333897957698,0.1,1.5,2557.729545,1655.6,119.0,344.5,6715.0,446.5,989.7,5891.9,373.8,412.8,13.9,0.1,20.3,3.0,913.1,4.6,10
Riyadh - K.A.CARE City T2,24.52958,46.43635,11-01-2021,-0.8341528706261171,0.5,73.0,4.0,0.6386594772306452,0.1,1.7,2557.729545,1419.9,119.0,341.6,6272.1,457.5,1051.2,4901.4,318.3,317.8,14.1,0.1,31.1,3.0,914.8,4.6,11
Riyadh - K.A.CARE City T2,24.52958,46.43635,12-01-2021,-1.6600403582029037,0.5,81.0,4.0,0.6386594772306452,0.1,1.7,2557.729545,1548.3,143.0,536.8,4877.7,458.7,2415.2,4047.2,279.0,800.5,14.7,0.1,38.6,3.0,915.8,4.6,12
Hail - TVTC,27.65261,41.70826,06-01-2017,-4.860454751431597e-10,0.501276596,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,12.8990172,3.725552826,37.16,50.09031915,902.6257855,4.75745165,6
Dammam - IAFU,26.394974,50.188715,01-01-2017,-1.5529808690725797,0.5,316.0,4.0,0.6386594772306452,0.1,1.6,2557.729545,1650.3,401.2,456.9,3329.7,925.5,1630.7,3406.4,781.0,497.1,13.9,0.1,61.2,3.0,1016.7,5.1,1
Dammam - IAFU,26.394974,50.188715,02-01-2017,-1.7976882727990346,0.5,331.0,4.0,0.6386594772306452,0.1,1.7,2557.729545,1811.4,531.1,561.4,3093.4,1333.0,2505.4,3697.9,1077.2,1610.2,15.7,0.1,59.1,3.0,1017.7,5.1,2
Dammam - IAFU,26.394974,50.188715,03-01-2017,-1.0023892106880552,0.5,25.0,4.0,0.3842790428068014,0.1,1.6,2557.729545,2367.4,658.9,799.5,2678.7,1234.5,2338.9,4194.0,1131.0,1673.9,16.5,0.1,61.7,3.0,1012.0,5.1,3
Dammam - IAFU,26.394974,50.188715,04-01-2017,-0.023559595782234606,0.5,355.0,4.0,0.8082464335132072,0.1,1.9,2557.729545,2837.3,716.1,820.2,4293.9,1607.0,2047.4,6012.5,1378.0,719.7,17.9,0.1,43.3,3.0,1009.4,5.1,4
Dammam - IAFU,26.394974,50.188715,05-01-2017,0.8023278917945516,0.5,344.0,4.0,1.062626867937051,0.1,1.9,2557.729545,2971.0,728.4,619.0,3669.4,1155.8,1156.8,5818.6,1292.0,451.0,17.9,0.1,34.6,3.0,1004.7,5.0,5
Dammam - IAFU,26.394974,50.188715,09-01-2017,1.001152657322297,0.5,83.0,4.0,-0.12448182604088529,0.0,1.1,2557.729545,2215.5,98.4,406.3,5997.2,250.2,1067.2,6432.2,249.7,387.4,9.3,0.1,54.6,3.0,1003.5,5.0,9
Dammam - IAFU,26.394974,50.188715,10-01-2017,0.5576204880680966,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1668.8,137.6,361.3,5632.9,414.2,923.2,5198.4,340.1,328.0,12.8990172,3.725552826,59.7,3.0,1008.7,5.1,10
Dammam - IAFU,26.394974,50.188715,11-01-2017,-0.39062070137191723,0.5,330.0,4.0,0.21469208652423932,0.1,1.3,2557.729545,1651.3,95.4,496.7,4544.7,254.2,2067.7,4137.7,194.0,929.3,12.5,0.1,51.5,3.0,1014.5,5.1,11
Dammam - IAFU,26.394974,50.188715,03-01-2018,-0.49768019050224127,0.5,1.0,1.0,0.29948556466552056,0.1,1.7,2557.729545,2315.9,90.6,723.6,5841.9,223.7,2075.9,6251.9,211.6,760.6,16.0,0.1,44.6,3.0,1011.7,5.1,3
Dammam - IAFU,26.394974,50.188715,04-01-2018,-0.17650172311126913,0.5,15.0,4.0,0.6386594772306452,0.1,1.7,2557.729545,3132.6,109.3,749.9,3279.8,223.5,2408.0,5642.3,205.9,1529.4,18.4,0.1,47.7,3.0,1008.5,5.1,4
Dammam - IAFU,26.394974,50.188715,05-01-2018,0.5882089135339035,0.5,24.0,4.0,0.21469208652423932,0.1,1.6,2557.729545,3409.9,110.1,778.9,4513.0,207.0,2181.2,6885.3,206.1,961.5,16.5,0.1,38.7,3.0,1005.3,5.0,5
Dammam - IAFU,26.394974,50.188715,06-01-2018,1.3223311247132699,0.5,334.0,4.0,1.1474203460783323,0.1,1.9,2557.729545,2649.2,85.6,500.9,6889.6,245.2,1096.9,7999.6,225.6,274.7,17.1,0.1,30.4,3.0,998.2,5.0,6
Dammam - IAFU,26.394974,50.188715,07-01-2018,1.3835079756448834,0.5,335.0,4.0,0.8082464335132072,0.1,1.9,2557.729545,2855.1,97.3,612.0,6132.0,214.0,1386.6,7608.6,230.5,390.9,16.0,0.1,33.1,3.0,994.8,5.0,7
Dammam - IAFU,26.394974,50.188715,08-01-2018,1.2917426992474623,0.5,332.0,4.0,-1.1420035637362596,0.1,1.9,2557.729545,2406.7,82.4,534.2,6500.8,224.5,1379.3,7271.1,212.4,465.8,15.5,0.1,36.3,3.0,997.1,5.0,8
Dammam - IAFU,26.394974,50.188715,09-01-2018,1.1846832101171378,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2129.1,149.2,353.6,5153.2,411.8,993.7,5821.7,374.6,421.7,12.8990172,3.725552826,61.6,3.0,1002.6,5.0,9
Dammam - IAFU,26.394974,50.188715,10-01-2018,0.389384148006159,0.5,54.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2182.0,65.0,300.5,4403.9,139.9,1277.7,5034.3,141.8,722.5,0.5,0.0,54.9,3.0,1011.3,5.0,10
Dammam - IAFU,26.394974,50.188715,11-01-2018,-0.4517975523035308,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1575.7,126.5,470.4,3060.4,365.1,1909.4,3239.2,246.7,958.3,12.8990172,3.725552826,71.0,3.0,1014.3,5.1,11
Dammam - IAFU,26.394974,50.188715,12-01-2018,-0.9870949979551517,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1487.3,113.8,384.2,3629.0,324.7,1421.9,3323.4,219.1,367.3,12.8990172,3.725552826,70.8,3.0,1016.7,5.1,12
Dammam - IAFU,26.394974,50.188715,01-01-2019,-1.3541561035448348,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,3909.6,282.1,592.1,5.1,0.4,2.2,3912.7,206.1,592.7,0.0,0.0,56.8,3.0,1017.6,5.0,1
Dammam - IAFU,26.394974,50.188715,02-01-2019,-1.430627167209352,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,3558.3,622.3,1335.0,817.9,139.5,1759.4,4356.1,298.6,1329.4,0.0,0.0,60.1,3.0,1016.2,5.0,2
Dammam - IAFU,26.394974,50.188715,03-01-2019,-1.124742912551283,0.5,251.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2153.9,231.5,898.1,5480.2,1115.2,2835.2,5804.1,870.6,1190.3,0.5,0.0,53.2,3.0,1013.0,5.1,3
Dammam - IAFU,26.394974,50.188715,04-01-2019,-0.19179593584417223,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2642.6,548.4,642.4,3708.9,1096.9,2200.1,5414.5,1139.8,1297.8,12.8990172,3.725552826,52.5,3.0,1008.9,5.1,4
Dammam - IAFU,26.394974,50.188715,05-01-2019,0.6799741899313244,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,0.0,0.0,33.4,3.0,1005.7,5.0,5
Dammam - IAFU,26.394974,50.188715,06-01-2019,1.5823327411726278,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2011.8,492.7,353.7,6482.3,1573.8,737.8,6955.5,1412.3,174.3,12.8990172,3.725552826,34.7,3.0,999.0,5.0,6
Dammam - IAFU,26.394974,50.188715,07-01-2019,1.3682137629119797,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2343.0,298.7,533.2,6820.9,725.4,1185.7,7556.3,894.7,588.7,0.0,0.0,32.5,3.0,995.5,5.0,7
Dammam - IAFU,26.394974,50.188715,08-01-2019,1.307036911980366,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2399.2,190.4,529.7,6436.4,418.9,1215.9,7217.5,571.6,347.8,0.0,0.0,40.0,3.0,997.4,5.0,8
Dammam - IAFU,26.394974,50.188715,09-01-2019,1.1846832101171378,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1736.1,133.8,336.3,6412.3,470.4,1164.2,6211.9,389.8,479.5,12.8990172,3.725552826,55.8,3.0,1001.9,5.0,9
Dammam - IAFU,26.394974,50.188715,10-01-2019,0.8023278917945516,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1924.3,132.4,270.5,4717.9,326.3,767.1,4947.6,315.0,366.4,12.8990172,3.725552826,64.0,3.0,1008.3,5.1,10
Dammam - IAFU,26.394974,50.188715,11-01-2019,-0.48238597776933817,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1681.9,102.8,391.8,4326.4,438.0,1752.0,4036.0,346.5,781.9,0.0,0.0,50.4,3.0,1014.6,5.1,11
Dammam - IAFU,26.394974,50.188715,12-01-2019,-1.0023892106880552,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1305.0,96.8,290.4,4127.4,367.4,2043.1,3386.7,236.6,877.0,12.8990172,3.725552826,69.1,3.0,1015.5,5.0,12
Dammam - IAFU,26.394974,50.188715,01-01-2020,-1.4765098054080625,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1220.2,105.8,417.7,4890.1,406.3,2231.5,3763.8,269.2,1002.4,12.8990172,3.725552826,65.1,3.0,1016.1,5.1,1
Dammam - IAFU,26.394974,50.188715,02-01-2020,-1.2470966144145108,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1787.8,161.8,640.1,4773.4,476.7,2195.0,4625.1,318.0,717.4,12.8990172,3.725552826,63.0,3.0,1015.8,5.1,2
Dammam - IAFU,26.394974,50.188715,03-01-2020,-0.7576818069615998,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2356.9,639.5,841.7,4538.2,1601.0,2481.3,5405.4,1229.4,1026.6,12.8990172,3.725552826,63.4,3.0,1010.6,5.1,3
Dammam - IAFU,26.394974,50.188715,04-01-2020,0.052911467882282646,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2791.3,730.6,643.5,3349.8,1395.1,2203.5,5326.1,1335.7,1409.1,12.8990172,3.725552826,55.8,3.0,1007.8,5.1,4
